<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	46
2	113
3	159
4	189
5	254
6	290
7	326
8	345
9	422
10	444
11	455
12	465
13	504
14	516
15	523
16	548
17	618
18	670
19	703
20	734
21	836
22	899
23	913
24	938
25	977
26	996
27	1006
28	1030
29	1054
30	1083
31	1086
32	1105
33	1176
34	1197
35	1214
36	1224
37	1247
38	1272
39	1275
40	1280
41	1316
42	1319
43	1329
44	1337
45	1348
46	1352
47	1354
48	1358
49	1404
50	1433
51	1446
52	1462
53	1476
54	1485
55	1488
56	1501
57	1508
58	1515
59	1520
60	1523
61	1544
62	1559
63	1561
64	1570
65	1630
66	1665
67	1678
68	1730
69	1760
70	1825
71	1844
72	1857
73	1881
74	1894
75	1903
76	1914
77	1938
78	1954
79	1955
80	1968
81	2007
82	2029
83	2047
84	2148
85	2192
86	2298
87	2311
88	2324
89	2332
90	2340
91	2346
92	2353
93	2384
94	2399
95	2404
96	2416
97	2434
98	2452
99	2485
100	2506
101	2518
102	2531
103	2535
104	2546
105	2577
106	2588
107	2596
108	2601
109	2607
110	2611
111	2638
112	2656
113	2671
114	2682
115	2693
116	2713
117	2723
118	2816
119	2819
120	2830
121	2833
122	2839
123	2842
124	2843
125	2867
126	2872
127	2873
128	2881
129	2920
130	2944
131	2965
132	3004
133	3025
134	3041
135	3096
136	3102
137	3111
138	3122
139	3124
140	3131
141	3139
142	3143
143	3149
144	3154
145	3178
146	3209
147	3214
148	3221
149	3241
150	3267
151	3273
152	3278
153	3281
154	3290
155	3295
156	3297
157	3303
158	3308
159	3310
160	3314
161	3341
162	3345
163	3373
164	3379
165	3388
166	3393
167	3396
168	3397
169	3405
170	3408
171	3415
172	3417
173	3420
174	3425
175	3427
176	3433
177	3442
178	3450
179	3457
180	3465
181	3480
182	3489
183	3495
184	3497
185	3499
186	3500
187	3500
188	3501
189	3506
190	3508
191	3508
192	3524
193	3562
194	3579
195	3619
196	3640
197	3660
198	3673
199	3685
200	3697
201	3707
202	3713
203	3722
204	3729
205	3736
206	3743
207	3744
208	3851
209	3865
210	3879
211	3887
212	3893
213	3900
214	3907
215	3908
216	3922
217	3928
218	3933
219	3935
220	3940
221	3946
222	3950
223	3953
224	3965
225	3977
226	3983
227	3990
228	3994
229	3998
230	4001
231	4004
232	4004
233	4015
234	4017
235	4017
236	4018
237	4019
238	4022
239	4023
240	4030
241	4053
242	4062
243	4082
244	4124
245	4141
